node_id,node_type,label,definition,body_systems,severity,age_groups,icd_category,is_contagious,inheritance
D00894,Disease,Myelofibrosis,"Myelofibrosis is a rare disease of the bone marrow in which collagen builds up fibrous scar tissue inside the marrow cavity. This is caused by the uncontrolled growth of a blood cell precursor, which results in the accumulation of scar tissue in bone marrow. Myelofibrosis goes by many names includin",respiratory; gastrointestinal; musculoskeletal; endocrine,Critical,All ages,Various,No,
D00895,Disease,Myelography,"Myelography is an x-ray examination of the spinal canal. A contrast agent is injected through a needle into the space around the spinal cord to display the spinal cord, spinal canal, and nerve roots on an x ray. Patients who are unable to lie still or cooperate with positioning should not have this ",neurological; gastrointestinal; dermatological,Severe,All ages,Various,No,
D00896,Disease,Myers-Briggs type indicator,"The Myers-Briggs Type Indicator (MBTI) is a widely used personality inventory, or test, employed in vocational, educational, and psychotherapy settings to evaluate personality type in persons age 14 and older. Purpose Rare complications of myelography include injury to the nerve roots from the needl",neurological; dermatological; psychiatric; infectious,Unknown,All ages,Various,No,
D00897,Disease,Myocardial resection,"Myocardial resection is a surgical procedure in which a portion of the heart muscle is removed. Purpose Myocardial resection is done to improve the stability of the heart function or rhythm. Also known as endocardial resection, this open-heart surgery is done to destroy or remove damaged areas, beca",cardiovascular; musculoskeletal; infectious; hematological,Critical,All ages,Various,No,
D00898,Disease,Myocarditis,Myocarditis is an inflammatory disease of the heart muscle (myocardium) that can result from a variety of,cardiovascular; respiratory; musculoskeletal; immunological,Severe,All ages,Various,No,
D00899,Disease,Myopathies,Myopathies are diseases of skeletal muscle that are not caused by nerve disorders. These diseases cause the skeletal or voluntary muscles to become weak or wasted.,neurological; musculoskeletal; immunological,Critical,Adults/Elderly,Various,No,Genetic/Hereditary
D00900,Disease,Myopia,"Myopia is the medical term for nearsightedness. People with myopia see objects more clearly when they are close to the eye, while distant objects appear blurred or fuzzy. Reading and close–up work may be clear, but distance vision is blurry.",neurological; ophthalmological,Unknown,All ages,Various,No,
D00901,Disease,Myositis,"Myositis is a rare disease in which the muscle fibers and skin are inflamed and damaged, resulting in muscle weakness. There are several types of myositis that affect different parts of the body.",respiratory; musculoskeletal; immunological; dermatological,Mild,All ages,Various,No,
D00902,Disease,rapidly the disease progresses.,Myotonic dystrophy is a progressive disease in which the muscles are weak and are slow to relax after contraction.,cardiovascular; musculoskeletal; immunological; dermatological,Unknown,Adults/Elderly,Various,No,Genetic/Hereditary
D00903,Disease,reducing the pain of otitis media in children and lowering the risk of recurrence.,"A myxoma is a rare, usually noncancerous, primary tumor (a new growth of tissue) of the heart. It is the most common of all benign heart tumors.",cardiovascular; respiratory; hematological; oncological,Mild,All ages,Various,Yes,
D00904,Disease,Nail fungus,"Nail fungus is an infection of either the toenail or fingernail that is caused by an organism called a fungus. Medical terms for this condition are onychomycosis and tinea unguium. Statistics indicate that nail fungus affects 3 to 35 million Americans, and occurs more often as people age.",dermatological; infectious,Unknown,All ages,Various,No,
D00905,Disease,may offer transportation of the affected person to a,"Nail-patella syndrome, is a genetic disease of the connective tissue that produces defects in the fingernails, knee caps, and kidneys.",gastrointestinal; musculoskeletal; dermatological; renal,Mild,All ages,Various,No,Genetic/Hereditary
D00906,Disease,Electronic Illustrators Group. ª Cengage Learning .),Nail removal is a form of treatment that is sometimes necessary following traumatic injuries or recurrent infections in the area of the nail. There are nonsurgical as well as surgical methods of nail removal. Purpose Nails are removed only when necessary to allow the skin beneath the nail (the nail ,dermatological; infectious,Moderate,All ages,Various,No,
D00907,Disease,removed.,"Narcolepsy is a neurological disorder marked by excessive daytime sleepiness, uncontrollable sleep attacks, and cataplexy (a sudden loss of muscle tone, usually lasting up to half an hour).",cardiovascular; neurological; musculoskeletal; immunological,Severe,All ages,Various,No,Genetic/Hereditary
D00908,Disease,Narcotics,Narcotics include natural opioid drugs derived from the Asian poppy Palaver somniferous and semisynthetic and synthetic substitutes. Opiate (narcotic) analgesics are prescribed for pain relief and are addictive drugs of abuse. 3530 (Table by PreMediaGlobal. ª Cengage Learning .) Purpose Narcotics a,neurological; gastrointestinal; musculoskeletal; psychiatric,Unknown,All ages,Various,No,
D00909,Disease,Nasal irrigation,Nasal irrigation is the practice of flushing the nasal cavity with a sterile solution. The solution may contain antibiotics or steroid medications. Purpose Nasal irrigation is used to clear infected sinuses or may be performed after surgery to the nose region. It may be performed by adding antibioti,immunological; infectious,Unknown,All ages,Various,No,
D00910,Disease,Nasal packing,Nasal packing is the application of gauze or cotton packs to the nasal chambers. Purpose,hematological,Mild,All ages,Various,No,
D00911,Disease,Nasal papillomas,Resources Nasal papillomas are warts located inside the nose. BOOKS,infectious; oncological,Unknown,All ages,Various,No,
D00912,Disease,Nasal polyps,"There is a special type of nasal papilloma called an inverting papilloma because of its unique appearance. About 10–15% of these are or can become cancers. A polyp is the medical term for any overgrowth of tissue from the surface of a body organ. Polyps come in all shapes—round, droplet, and irregul",cardiovascular; respiratory; immunological; hematological,Severe,All ages,Various,No,
D00913,Disease,"McGraw–Hill Medical, 2009.","A nasogastric (NG) tube is a flexible tube that is inserted through the nose into the stomach. It can be used for either diagnostic or therapeutic purposes. When the tube is threaded through the mouth into the stomach, it is referred to as an orogastric (OG) tube. PERIODICALS Alvi, A., T. Doherty, a",gastrointestinal; musculoskeletal; hematological,Unknown,All ages,Various,No,
D00914,Disease,Nasopharyngeal culture,A nasopharyngeal culture is used to identify pathogenic (disease-causing) organisms present in the nasal cavity that may cause upper respiratory tract,respiratory; infectious,Unknown,All ages,Various,No,
D00915,Disease,Naturopathic medicine,Naturopathic medicine is a branch of medicine in which a variety of natural medicines and treatments are used to heal illness. It uses a system of medical,hematological,Moderate,All ages,Various,No,
D00916,Disease,Nausea and vomiting,"Description Nausea is a reaction to a number of causes that include overeating, infection, or irritation of the throat or stomach lining. Persistent or recurrent nausea and vomiting should be checked by a doctor. A doctor should be called if nausea and vomiting occur: after eating rich or spoiled fo",gastrointestinal; endocrine; immunological; dermatological,Unknown,All ages,Various,No,
D00917,Disease,Necrotizing enterocolitis,"Necrotizing enterocolitis is a serious bacterial infection in the intestine, primarily of sick or premature newborn infants. It can cause the death (necrosis) of intestinal tissue and progress to blood poisoning (septicemia).",gastrointestinal; infectious; hematological,Critical,Infants,Various,No,
D00918,Disease,Neonatal care,Neonatal care refers to the care given to a newborn infant from the time of delivery through about the first month of life. The term neonate is used for the newborn infant during this 28–30 day period.,cardiovascular; respiratory; gastrointestinal; dermatological,Unknown,Infants,Various,No,
D00919,Disease,Neonatal jaundice,"Neonatal jaundice refers to the yellow discoloration of the skin and sclera (whites) of the eyes in newborns, which results as the breakdown of bilirubin goes faster than the rate at which it can leave the body, causing its level to rise in the blood.",respiratory; gastrointestinal; dermatological; hematological,Unknown,Infants,Various,No,
D00920,Disease,Nephritis,Demographics Nephritis is a medical condition involving the inflammation of the kidneys. The condition often times involves the glomerulus (a tubular structure Nephritis is considered a serious medical condition throughout the world. It is often ranked as one of G A LE EN CY C LO PE DI A O F ME D IC,cardiovascular; renal,Severe,All ages,Various,No,
D00921,Disease,Nephrotic syndrome,Nephrotic syndrome is a collection of symptoms that occur because the tiny blood vessels (the glomeruli) in the kidney become leaky. This allows protein (normally never passed out in the urine) to leave the body in large amounts.,endocrine; immunological; renal; psychiatric,Unknown,All ages,Various,No,
D00922,Disease,the kidney to produce more urine) to decrease swelling.,"Nephrotoxic injury is damage to one or both of the kidneys that results from exposure to a toxic material, usually through ingestion.",endocrine; immunological; renal; hematological,Moderate,All ages,Various,No,
D00923,Disease,Neuralgia,Neuralgia is defined as an intense burning or stabbing pain caused by irritation of or damage to a nerve. The pain is usually brief but may be severe. It often feels as if it is shooting along the course of the affected nerve.,neurological; infectious; ophthalmological,Critical,All ages,Various,No,
D00924,Disease,Neuroblastoma,"Neuroblastoma is a type of cancer that usually originates either in the tissues of the adrenal gland or in the ganglia of the abdomen or in the ganglia of the nervous system. (Ganglia are masses of nerve tissue or groups of nerve cells.) Tumors develop in the nerve tissue in the neck, chest, abdomen",respiratory; neurological; gastrointestinal; musculoskeletal,Moderate,Infants; Children,Various,No,
D00925,Disease,Neuroendocrine tumors,"Neuroendocrine tumors 17q, and 20. There is currently no known method for its prevention. Neurofibromatosis",oncological,Unknown,All ages,C00-D49,No,
D00926,Disease,Neurofibromatosis,"Neurofibromatosis (NF), or von Recklinghausen disease, is a genetic disease in which patients develop multiple soft tumors (neurofibromas). These tumors occur under the skin and throughout the nervous system.",neurological; gastrointestinal; musculoskeletal; endocrine,Unknown,All ages,Various,No,
D00927,Disease,Neurogenic bladder,Neurogenic bladder is a dysfunction that results from interference with the normal nerve pathways associated with urination.,neurological; musculoskeletal; endocrine; renal,Unknown,All ages,Various,No,
D00928,Disease,Neurolinguistic programming,"Neurolinguistic programming (NLP) is aimed at enhancing the healing process by changing the conscious and subconscious beliefs of patients about themselves, their illnesses, and the world. These limiting beliefs are ‘‘reprogrammed’’ using a variety of techniques drawn from other disciplines includin",immunological; psychiatric; ophthalmological,Moderate,All ages,Various,No,
D00929,Disease,Neurological exam,"A neurological exam—also called a neurologic or neuro exam—is an evaluation of the nervous system, including the brain, spinal cord, the 12 cranial nerves that come from the brain, and the nerves that come from the spinal cord. A neurological exam uses observation 3584 motor skills, including reflex",neurological; musculoskeletal; psychiatric,Unknown,All ages,Various,No,
D00930,Disease,Neutropenia,Neutropenia is an abnormally low level of neutrophils in the blood. Neutrophils are white blood cells (WBCs) produced in the bone marrow that ingest bacteria. Neutropenia is sometimes called agranulocytosis or granulocytopenia because neutrophils make up about 60% of WBCs and have granules inside th,respiratory; musculoskeletal; immunological; infectious,Severe,Infants; Children; Adults/Elderly,Various,No,Genetic/Hereditary
D00931,Disease,Nicotine and related disorders,"Nicotine is the main psychoactive ingredient in tobacco. It is a physically and psychologically addictive drug. Nicotine is the most influential dependenceproducing drug in the United States and worldwide, and its use is associated with many serious health risks. 3596 • More than 2.1 million smoked ",cardiovascular; respiratory; neurological; gastrointestinal,Severe,Adolescents; Adults/Elderly,Various,No,
D00932,Disease,Night terrors,"Night terrors are a sleep disorder characterized by anxiety episodes with extreme panic, often accompanied by screaming, flailing, fast breathing, and sweating that usually occur within a few hours after going to sleep.",psychiatric,Unknown,All ages,Various,No,
D00933,Disease,Nipah,"Nipah is a newly emerging, life-threatening disease caused by the nipah virus (NiV). It is a zoonosis— a disease that can be transmitted directly from animals to humans under natural conditions. Although outbreaks of nipah have been limited, they have been deadly. Furthermore, there is concern that ",respiratory; neurological; musculoskeletal; infectious,Critical,All ages,Various,No,
D00934,Disease,Nitrogen narcosis,"Nitrogen narcosis is a condition that occurs in divers breathing compressed air. When divers go below depths of approximately 100 ft, increase in the partial pressure of nitrogen produces an altered mental state similar to alcohol intoxication.",psychiatric,Unknown,All ages,Various,No,
D00935,Disease,Nocardiosis,"Nocardiosis is a serious infection caused by a fungus-like bacterium. The infection begins in the lungs and can spread to the brain. About a third of patients with nocardiosis also have abscesses in the skin or directly underneath the skin. They may also have lesions in other organs, such as the kid",respiratory; neurological; gastrointestinal; musculoskeletal,Severe,All ages,Various,Yes,
D00936,Disease,transcriptase inhibitors,"Non-nucleoside reverse transcriptase inhibitors (NRTI) are a type of drug that interferes with an enzyme that is key to the replication (reproduction) of the human immunodeficiency virus (HIV). The drug is designed to help suppress the growth of HIV, but does not eliminate it. Purpose This medicatio",musculoskeletal; immunological; dermatological; infectious,Unknown,All ages,Various,No,
D00937,Disease,Nongonococcal urethritis,Nongonococcal urethritis (NGU) is any inflammation of the urethra not due to gonorrhea. NGU is almost always contracted through sexual intercourse and is found far more often in men.,infectious,Unknown,All ages,Various,Yes,
D00938,Disease,Noroviruses,"Noroviruses are a group of related, single-stranded RNA (ribonucleic acid) viruses that cause infection 3616 resulting in acute gastroenteritis in humans. Gastroenteritis, also commonly called stomach flu, involves an inflammation of the gastrointestinal tract, which results in diarrhea, abdominal p",respiratory; gastrointestinal; infectious; hematological,Critical,All ages,Various,Yes,Genetic/Hereditary
D00939,Disease,Nosebleed,"A nosebleed is bleeding from the nose; the medical term for it is epistaxis. G AL E E N CY C LO PE DI A O F M E D IC I NE , 5 T H E DI T IO N Unexpected bleeding from anywhere is cause for alarm. Persistent bleeding should always be investigated because it may be the earliest sign of cancer. Fortuna",cardiovascular; hematological; oncological,Unknown,All ages,Various,No,
D00940,Disease,Numbness and tingling,Numbness and tingling are decreased or abnormal sensations caused by altered sensory nerve function.,neurological; musculoskeletal; dermatological,Unknown,All ages,Various,No,
D00941,Disease,Nystagmus,"Nystagmus for various needs and conditions at the same time. Finally, consumers should be wary of excessive or grandiose health claims made by manufacturers of nutritional supplements and rely on scientific information to validate these claims. Nystagmus ",neurological; dermatological; ophthalmological,Unknown,All ages,Various,No,
D00942,Disease,Obesity,"Obesity, sometimes also called being excessively overweight, is an abnormal accumulation of body fat—usually 20% or more over an individual’s ideal body weight. A person is considered overweight if one’s body mass index (BMI) is between 25 and 29.9, and a person is considered obese if the BMI is ove",neurological; endocrine; dermatological; psychiatric,Critical,All ages,Various,No,Genetic/Hereditary
D00943,Disease,Obstetrical emergencies,"Description There are a number of illnesses and disorders of pregnancy that can threaten the well-being of both mother and child. Obstetrical emergencies may also occur during active labor, and after delivery (postpartum). Obstetrical emergencies of pregnancy ECTOPIC PREGNANCY. An ectopic, or tubal,",cardiovascular; gastrointestinal; reproductive; hematological,Unknown,All ages,Various,No,Genetic/Hereditary
D00944,Disease,Oil spills: health effects,Oil spills: health effects,dermatological,Unknown,All ages,Various,No,
D00945,Disease,Oligomenorrhea,"Medical dictionaries define oligomenorrhea as infrequent or very light menstruation. But physicians typically apply a narrower definition, restricting the diagnosis of oligomenorrhea to women whose periods were regularly established before they developed problems with infrequent flow. With oligomeno",neurological; endocrine; reproductive; psychiatric,Unknown,All ages,Various,No,
D00946,Disease,acids,Omega-3 (n-3) and omega-6 (n-6) fatty acids are long-chain fatty polyunsaturated fats (PUFAs) that are vital to human health. These fats are crucial structural components of cell membranes that enable the body to function. Dietary sources of omega-3 fats include fatty fish such as tuna and salmon an,cardiovascular; neurological; gastrointestinal; musculoskeletal,Unknown,All ages,Various,No,
D00947,Disease,Ophthalmoplegia,"Ophthalmoplegia is a paralysis or weakness of one or more of the muscles that control eye movement. The condition can be caused by any of several neurologic disorders. It may be myopathic, meaning that the muscles controlling eye movement are directly involved, or neurogenic, meaning that the nerve ",neurological; musculoskeletal; ophthalmological,Unknown,All ages,Various,No,
D00948,Disease,Optic atrophy,"Prognosis The outcome varies. In some children the disorder evolves into a conduct disorder or a mood disorder. Later in life, oppositional defiant disorder can develop into passive aggressive personality disorder or antisocial personality disorder. Some children respond well to treatment and some d",cardiovascular; neurological; psychiatric; ophthalmological,Moderate,Children; Adolescents; Adults/Elderly,Various,No,
D00949,Disease,Optic neuritis,Optic neuritis is a vision disorder characterized by inflammation of the optic nerve.,cardiovascular; neurological; immunological; infectious,Unknown,Adults/Elderly,Various,Yes,
D00950,Disease,Oral contraceptives,"Oral contraceptives are medicines taken by mouth to help prevent pregnancy. They are also known as ‘‘the Pill,’’ OCs, or birth-control pills. Purpose The vision loss associated with optic neuritis is usually temporary. Spontaneous remission occurs in two to eight weeks. Sixty-five to eighty percent ",endocrine; infectious; ophthalmological,Severe,Infants,Various,No,
D00951,Disease, St John’s wort,"Oral hygiene is the practice of keeping the mouth clean and healthy by brushing and flossing to prevent tooth decay and gum disease. Purpose The purpose of oral hygiene is to prevent the build-up of plaque, the sticky film of bacteria and food that forms on the teeth. Plaque adheres to the crevices ",infectious,Unknown,All ages,Various,No,
D00952,Disease,Orchiopexy,"Prognosis If diagnosed promptly and treated with antibiotics, most orbital and periorbital cellulitis can be cured. These conditions are serious and need prompt treatment. Infections that spread beyond the eye socket can cause the following: Orchiopexy is a procedure in which a surgeon fastens an un",neurological; infectious; hematological; ophthalmological,Severe,Infants; Children,Various,No,
D00953,Disease,Organ donation,Organ donation is the giving of a healthy body part from either a living or dead individual to another person. Purpose The purpose of organ donation is to improve and prolong the life of an ill or impaired individual.,cardiovascular; hematological,Unknown,All ages,Various,No,
D00954,Disease,Organic food,"In the United States, organic is a term used for food produced without using most conventional pesticides, fertilizers made with synthetic ingredients or sewage sludge, bioengineering, or ionizing radiation. Organic animal products come from animals that have been fed 100% organic feed and raised wi",endocrine; psychiatric,Unknown,All ages,Various,No,
D00955,Disease,Orthodontics,"Orthodontics is a specialized branch of dentistry that diagnoses, prevents, and treats dental and facial irregularities called malocclusions. Orthodontics includes dentofacial orthopedics, which is used to correct problems involving the growth of the jaw. Purpose Humans have attempted to straighten ",,Moderate,All ages,Various,No,
D00956,Disease,nerves or to the spinal cord.,Orthostatic hypotension is an abnormal decrease in blood pressure when a person stands up. This may lead to fainting.,cardiovascular; neurological; endocrine; hematological,Unknown,All ages,Various,No,
D00957,Disease,Osteoarthritis,Osteoarthritis is a degenerative joint disease characterized by the breakdown of the joint’s cartilage.,musculoskeletal,Unknown,All ages,Various,No,
D00958,Disease,Osteochondroses,"Osteochondroses comprise group of diseases of children and adolescents in which localized tissue death (necrosis) occurs, usually followed by full regeneration of healthy bone tissue. The singular term is osteochondrosis.",cardiovascular; musculoskeletal; hematological,Critical,Children; Adolescents,Various,No,
D00959,Disease,Osteogenesis imperfecta,"Osteogenesis imperfecta especially when pressure is applied. Locking of a joint or limited range of motion at a joint can also occur. Osteogenesis imperfecta OI has a child with OI, they are not at greater risk than the general population for having a second child with OI, and unaffected siblings of",respiratory; musculoskeletal; endocrine; renal,Unknown,Infants; Children,Various,No,Autosomal Dominant
D00960,Disease,Osteomyelitis,"Osteomyelitis refers to a bone infection, almost always caused by a bacteria. Over time, the result can be destruction of the bone itself. 3734 Staphylococcus aureus, a bacterium, is the most common organism involved in osteomyelitis. Other types of organisms include the mycobacterium which",musculoskeletal; infectious,Unknown,All ages,Various,No,
D00961,Disease,Osteopathy,"Osteopathy is a system and philosophy of healthcare that separated from traditional (allopathic) medical practice about a century ago. It places emphasis on the musculoskeletal system, hence the name—osteo refers to bone and path refers to disease. Osteopaths also believe strongly in the healing pow",cardiovascular; neurological; musculoskeletal; dermatological,Unknown,All ages,Various,No,
D00962,Disease,Osteopetroses,"Osteopetrosis (plural, osteopetroses) is a rare hereditary disorder that makes bones increase in both density (bone mass) and fragility and sometimes causes skeletal abnormalities. A potentially fatal condition that can deform bone structure and distort the appearance, osteopetrosis is also called c",musculoskeletal,Critical,Infants; Adults/Elderly,Various,No,Genetic/Hereditary
D00963,Disease,Osteoporosis,"Osteoporosis is a disease characterized by low bone mass and deterioration of bone tissues, leading to bone fragility and, consequently, an increase in fracture risk. The term osteoporosis comes from the Greek word osteon, meaning bone, and porus, meaning pore or passage. Osteoporosis literally make",musculoskeletal; psychiatric,Unknown,All ages,Various,No,Genetic/Hereditary
D00964,Disease,Otitis externa,"Otitis externa refers to an infection of the ear canal, the tube leading from the outside opening of the ear in towards the ear drum. 3750 A close-up image of the ear of an elderly man suffering from non-infectious otitis externa. The skin in the ear canal and outer ear is scaly. (Custom Medical Sto",musculoskeletal; endocrine; dermatological; infectious,Unknown,Children; Adults/Elderly,Various,No,
D00965,Disease,Otitis media,"Otitis media is an infection of the middle ear space, behind the eardrum (tympanic membrane). It is characterized by pain, dizziness, and partial loss of hearing.",cardiovascular; respiratory; infectious; oncological,Critical,All ages,Various,No,
D00966,Disease,Otosclerosis,Otosclerosis is an excessive growth in the bones of the middle ear which interferes with the transmission of sound.,neurological; musculoskeletal,Unknown,All ages,Various,Yes,Genetic/Hereditary
D00967,Disease,Ototoxicity,Ototoxicity is damage to the hearing or balance functions of the ear by drugs or chemicals.,neurological; psychiatric; infectious; oncological,Unknown,All ages,Various,No,
D00968,Disease,Ovarian torsion,Ovarian torsion is the twisting of the ovary due to the influence of another condition or disease. This results in extreme lower abdominal pain.,cardiovascular; renal; reproductive; psychiatric,Unknown,All ages,Various,No,Congenital
D00969,Disease,Overactive bladder,"Overactive bladder is the leakage of large amounts of urine at unexpected times, including during sleep.",neurological; musculoskeletal; renal; reproductive,Severe,All ages,Various,No,
D00970,Disease,Overhydration,"Overhydration, also called water excess or water intoxication, is a condition in which the body contains too much water.",cardiovascular; neurological; gastrointestinal; musculoskeletal,Moderate,Adults/Elderly,Various,No,
D00971,Disease,Pacemakers,A pacemaker is a surgically implanted electronic device that regulates a slow or erratic heartbeat. Purpose Pacemakers are implanted to regulate irregular contractions of the heart (arrhythmia). They are most frequently prescribed to speed the heartbeat of patients who have a heart rate well under 6,cardiovascular; gastrointestinal; musculoskeletal; dermatological,Severe,All ages,Various,No,
D00972,Disease,Paget’s disease of bone,Paget’s disease of bone (osteitis deformans) is the abnormal formation of bone tissue that results in weakened and deformed bones.,musculoskeletal; endocrine; infectious,Unknown,All ages,Various,No,Genetic/Hereditary
D00973,Disease,patient.,"Paget’s disease of the breast is a rare form of breast cancer which makes up approximately 1–4 % of all breast tumors. While sharing its name with Paget’s disease of bone, these are two medically unrelated conditions. They are simply named after the same doctor who first described them.",musculoskeletal; dermatological; hematological; oncological,Unknown,All ages,Various,No,
D00974,Disease,Pain management,"Pain itself is defined by the International Association for the Study of Pain (IASP) as ‘‘an unpleasant sensory and emotional experience associated with actual or potential tissue damage or described in terms of such damage.’’ Thus, pain management encompasses all interventions used to understand an",cardiovascular; respiratory; neurological; gastrointestinal,Unknown,All ages,Various,No,
D00975,Disease,REVISED BY LIZ,"Palliative care is a multidisciplinary approach to relieving physical, psychological, emotional, social, and spiritual suffering in patients with chronic or terminal illnesses. Palliative care for children includes providing comfort and support for the entire family, regardless of whether the child ",cardiovascular; respiratory; renal; psychiatric,Critical,Children,Various,No,
D00976,Disease,Palpitations,"The term palpitation refers to a sensation in which a person is aware of an irregular, hard, or rapid heartbeat.",cardiovascular; psychiatric,Critical,All ages,Various,No,
D00977,Disease,Pancreas transplantation,"Pancreas transplantation is a surgical procedure in which a diseased pancreas is replaced with a healthy pancreas that has been obtained from an immunologically compatible cadavear or living donor. Purpose The pancreas is an organ that secretes insulin, a peptide hormone that regulates glucose (bloo",neurological; gastrointestinal; endocrine; dermatological,Unknown,All ages,Various,No,
D00978,Disease,"Pancreatic cancer, endocrine",Endocrine pancreatic cancer is a disease in which cancerous cells originate within the tissues of the pancreas that produce hormones.,gastrointestinal; endocrine; renal; hematological,Unknown,All ages,C00-D49,No,
D00979,Disease,"Pancreatic cancer, exocrine",Exocrine pancreatic cancer is a disease in which cancerous cells originate within the tissues of the pancreas that produce digestive juices.,gastrointestinal; endocrine; renal; hematological,Critical,All ages,C00-D49,No,
D00980,Disease,Pancreatitis,"Pancreatitis is an inflammation of the pancreas, an organ that is important in digestion. Pancreatitis can be acute (beginning suddenly, usually with the patient recovering fully) or chronic (progressing slowly with continued, permanent injury to the pancreas).",gastrointestinal; endocrine; immunological; renal,Unknown,All ages,Various,No,
D00981,Disease,Panic disorder,"The results of a CT scan can also be used to predict the severity of pancreatitis. Slight swelling of the pancreas indicates mild illness. Significant swelling, especially with evidence of destruction of the pancreas and/ or fluid build-up in the abdominal cavity, indicates more severe illness. With",cardiovascular; neurological; gastrointestinal; psychiatric,Critical,All ages,Various,No,
D00982,Disease,Paracentesis,Paracentesis is a procedure during which fluid from the abdomen is removed through a needle. Purpose There are two reasons to take fluid out of the abdomen. One is to analyze it. The other is to relieve pressure. Liquid that accumulates in the abdomen is called ascites. Ascites seeps out of organs f,cardiovascular; gastrointestinal; infectious; hematological,Unknown,All ages,Various,No,
D00983,Disease,Paralysis,Paralysis is defined as complete loss of strength in an affected limb or muscle group.,neurological; musculoskeletal; immunological; dermatological,Unknown,All ages,Various,No,Genetic/Hereditary
D00984,Disease,Paranoia,"Paranoia is an unfounded or exaggerated distrust of others, sometimes reaching delusional proportions. Paranoid individuals constantly suspect the motives of those around them, and believe that certain individuals, or people in general, are ‘‘out to get them.’’ 3836 suspicious; unfounded suspicions;",,Unknown,All ages,Various,No,
D00985,Disease,Paratyphoid fever,"Paratyphoid fever, which is sometimes called Salmonella paratyphi infection, is a serious contagious disease caused by a gram-negative bacterium. It is also grouped together with typhoid fever under the name enteric fever. The diagnosis is usually made on the basis of a history of recent travel and ",gastrointestinal; musculoskeletal; infectious; hematological,Severe,Children; Adults/Elderly,Various,Yes,
D00986,Disease,Parkinson’s disease,"Parkinson’s disease (PD) is a progressive degenerative brain disorder marked by tremors, rigidity, slow movements (bradykinesia), and posture instability. It occurs when cells in one of the movement-control centers of the brain begin to die for unknown reasons. PD was first described by British phys",neurological; psychiatric; infectious,Moderate,All ages,Various,No,Genetic/Hereditary
D00987,Disease,Paroxysmal atrial tachycardia,A period of very rapid and regular heartbeats that begins and ends abruptly. The heart rate is usually between 160 and 200 beats per minute. This condition is also known as paroxysmal supraventricular tachycardia.,cardiovascular; endocrine; psychiatric,Critical,All ages,Various,No,
D00988,Disease,Parrot fever,Parrot fever is a rare infectious disease that,infectious; ophthalmological,Critical,All ages,Various,Yes,
D00989,Disease,Partial thromboplastin time,The partial thromboplastin time (PTT) test is a blood test that is done to investigate bleeding disorders and to monitor patients taking an anticlotting drug (heparin). Purpose,hematological,Unknown,All ages,Various,No,
D00990,Disease,Paruresis,The inability to urinate in the presence of others.,renal; psychiatric; hematological,Moderate,All ages,Various,No,
D00991,Disease,Patau syndrome,Patau syndrome,neurological; infectious; ophthalmological,Unknown,All ages,Various,No,
D00992,Disease,Patent ductus arteriosus,"Patent ductus arteriosus (PDA) is a heart defect that occurs when the ductus arteriosus (the temporary fetal blood vessel that connects the aorta and the pulmonary artery) does not close at birth. BOOKS Beers, Mark H., Robert S. Porter, and Thomas V. Jones, eds. The Merck Manual of Diagnosis and The",cardiovascular; respiratory; gastrointestinal; reproductive,Unknown,Infants,Various,No,Genetic/Hereditary
D00993,Disease,Affordable Care Act,"The Patient Protection and Affordable Care Act (PPACA)—signed into law by President Barack Obama on March 23, 2010 and commonly referred to as ‘‘Obamacare’’—is the most sweeping overhaul of the U.S. healthcare system since the establishment of Medicare and Medicaid in 1965. Why this is important to ",gastrointestinal; ophthalmological,Unknown,All ages,Various,No,
D00994,Disease,Pediatric leukemia,Pediatric leukemia is a cancer of the blood and bone marrow that occurs in children. There are several types of leukemia that can occur in children.,neurological; musculoskeletal; infectious; hematological,Moderate,Children,C00-D49,No,
D00995,Disease,Pelvic exam,"A pelvic examination is a routine procedure used to assess the well-being of the female patient’s lower genito-urinary tract. This is done as part of a usual 3880 health screening and prevention tool, and is an element of the total health care for the female patient. Pelvic examinations are safe pro",endocrine; dermatological; renal; reproductive,Severe,All ages,Various,No,
D00996,Disease,Pelvic fracture,A pelvic fracture is a break in one or more bones of the pelvis.,gastrointestinal; musculoskeletal; dermatological; renal,Severe,Infants,Various,No,
D00997,Disease,Pelvic relaxation,"Pelvic relaxation is a weakening of the supportive muscles and ligaments of the pelvic floor. This condition, which affects women and is usually caused by 3888 Exercises called Kegel exercises can strengthen pelvic floor muscles and lessen the symptoms of pelvic relaxation. These exercises involve s",gastrointestinal; musculoskeletal; renal; reproductive,Severe,All ages,Various,No,
D00998,Disease,"Rodale Books, 2010.","Pelvic ultrasound is a noninvasive procedure in which high-frequency sound waves create images of the pelvic organs and structures. The sound waves are projected into the pelvis, and measure how they reflect—or echo—back from the different tissues. It is commonly used to assess women’s pelvic organs",musculoskeletal; dermatological; renal; reproductive,Unknown,All ages,Various,No,
D00999,Disease,Penile cancer,"Penile cancer is the growth of malignant cells on the external skin and in the tissues of the penis. 3894 In order to diagnose penile cancer, the doctor examines the patient’s penis for lumps or other abnormalities. A tissue sample, or biopsy, may be ordered to distinguish cancerous cells from syphi",dermatological; oncological,Unknown,All ages,C00-D49,No,
